FD_ID,PLAYER_FULL,NAME_KEY,PLAYER,TEAM,OPPONENT,POS,FD_GAME,SALARY,SAL,PROJECTION,FD_SD,VALUE,MINUTES,OWN_PCT,Pace Scale,Pace Scale Raw,Proj Poss,Proj PTS,Proj REB,Proj AST,Proj STL,Proj BLK,Proj TOV,Opp Def,Def Mult Mean,Def Mult Raw,WOWY Min Sample,USG
125339-228181,Chucky Hepburn,chucky hepburn,C. Hepburn,TOR,CHA,PG,TOR@CHA,3500.0,$3500,0.88,1.79,0.25,1.87,13.28,1.01,1.01,3.7,0.0,0.14,0.29,0.14,0.0,0.14,117.7,1.02,1.03,10.0,0.22
,Jahmyl Telfort,jahmyl telfort,J. Telfort,LAC,NY,,,,,0.83,1.58,0.0,3.29,12.54,0.98,0.98,6.73,0.11,0.31,0.11,0.1,0.0,0.1,,1.0,1.0,17.0,0.22
125339-172097,Tyson Etienne,tyson etienne,T. Etienne,BKN,ORL,PG,ORL@BKN,3500.0,$3500,0.79,1.02,0.22,1.96,13.2,0.97,0.97,3.96,0.75,0.0,0.06,0.0,0.0,0.06,112.8,0.99,0.98,5.0,0.22
,Hunter Sallis,hunter sallis,H. Sallis,PHI,WSH,,,,,0.69,1.52,0.0,1.44,12.44,1.03,1.03,3.3,0.39,0.06,0.22,0.0,0.06,0.29,,1.0,1.0,5.0,0.22
125339-228155,Alijah Martin,alijah martin,A. Martin,TOR,CHA,SG,TOR@CHA,3500.0,$3500,0.33,1.28,0.09,0.86,12.71,1.01,1.01,1.54,0.0,0.0,0.0,0.11,0.0,0.0,117.7,1.02,1.03,8.0,0.22
125339-157808,Cade Cunningham,cade cunningham,C. Cunningham,DET,CHI,PG,CHI@DET,11100.0,$11100,0.0,0.0,0.0,0.0,10.18,1.01,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.6,1.02,1.03,,0.22
125339-84680,Shai Gilgeous-Alexander,shai gilgeous alexander,S. Gilgeous-Alexander,OKC,,PG,UTA@OKC,11000.0,$11000,0.0,0.0,0.0,0.0,10.18,1.05,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,,0.22
125339-9488,LeBron James,lebron james,L. James,LAL,SA,SF/PF,LAL@SA,9100.0,$9100,0.0,0.0,0.0,0.0,10.18,1.03,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,,0.22
125339-157908,Alperen Sengun,alperen sengun,A. Sengun,HOU,POR,PF/C,HOU@POR,9000.0,$9000,0.0,0.0,0.0,0.0,10.18,0.97,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.2,1.01,1.02,,0.22
125339-157905,Josh Giddey,josh giddey,J. Giddey,CHI,DET,PG/SG,CHI@DET,8300.0,$8300,0.0,0.0,0.0,0.0,10.86,1.01,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.2,0.97,0.95,,0.22
125339-84683,Jaren Jackson Jr.,jaren jackson,J. Jr.,MEM,PHX,PF/C,PHO@MEM,7600.0,$7600,0.0,0.0,0.0,0.0,10.86,1.02,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.7,0.99,0.99,498.0,0.24
125339-145304,Onyeka Okongwu,onyeka okongwu,O. Okongwu,ATL,NO,PF/C,NO@ATL,7500.0,$7500,0.0,0.0,0.0,0.0,10.86,1.08,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,873.0,0.21
125339-157847,Trey Murphy III,trey murphy,T. III,NOP,ATL,SG/SF,NO@ATL,7500.0,$7500,0.0,0.0,0.0,0.0,10.86,1.08,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.6,1.01,1.01,273.0,0.21
125339-188419,Brandon Miller,brandon miller,B. Miller,CHA,TOR,SG/SF,TOR@CHA,7400.0,$7400,0.0,0.0,0.0,0.0,10.86,1.01,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.8,0.98,0.97,,0.22
125339-157851,Franz Wagner,franz wagner,F. Wagner,ORL,BKN,SF/PF,ORL@BKN,7300.0,$7300,0.0,0.0,0.0,0.0,10.86,0.97,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,1.01,1.01,,0.22
125339-171779,Jalen Duren,jalen duren,J. Duren,DET,CHI,C,CHI@DET,7100.0,$7100,0.0,0.0,0.0,0.0,10.86,1.01,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.6,1.02,1.03,,0.22
125339-157850,Jalen Suggs,jalen suggs,J. Suggs,ORL,BKN,PG/SG,ORL@BKN,6700.0,$6700,0.0,0.0,0.0,0.0,10.86,0.97,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,1.01,1.01,,0.22
125339-70827,Ivica Zubac,ivica zubac,I. Zubac,LAC,NY,C,LAC@NY,6600.0,$6600,0.0,0.0,0.0,0.0,10.86,0.98,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,803.0,0.21
125339-19067,CJ McCollum,cj mccollum,C. McCollum,WAS,PHI,PG/SG,WAS@PHI,6500.0,$6500,0.0,0.0,0.0,0.0,10.86,1.03,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.3,0.99,0.98,430.0,0.23
125339-110326,Coby White,coby white,C. White,CHI,DET,PG/SG,CHI@DET,6500.0,$6500,0.0,0.0,0.0,0.0,10.86,1.01,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.2,0.97,0.95,99.0,0.23
125339-40562,Josh Hart,josh hart,J. Hart,NYK,NY,SF/PF,LAC@NY,6100.0,$6100,0.0,0.0,0.0,0.0,10.86,0.98,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,,0.22
125339-9663,Jrue Holiday,jrue holiday,J. Holiday,POR,HOU,PG,HOU@POR,6100.0,$6100,0.0,0.0,0.0,0.0,10.86,0.97,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.9,0.99,0.98,,0.22
125339-203722,Kyshawn George,kyshawn george,K. George,WAS,PHI,SG/SF,WAS@PHI,6000.0,$6000,0.0,0.0,0.0,0.0,10.86,1.03,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.3,0.99,0.98,,0.22
125339-80825,Isaiah Hartenstein,isaiah hartenstein,I. Hartenstein,OKC,,C,UTA@OKC,6000.0,$6000,0.0,0.0,0.0,0.0,10.86,1.05,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,,0.22
125339-23831,Jerami Grant,jerami grant,J. Grant,POR,HOU,SF/PF,HOU@POR,5700.0,$5700,0.0,0.0,0.0,0.0,11.04,0.97,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.9,0.99,0.98,,0.22
125339-228127,Cedric Coward,cedric coward,C. Coward,MEM,PHX,SG/SF,PHO@MEM,5700.0,$5700,0.0,0.0,0.0,0.0,11.04,1.02,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.7,0.99,0.99,344.0,0.22
125339-203734,Zach Edey,zach edey,Z. Edey,MEM,PHX,C,PHO@MEM,5200.0,$5200,0.0,0.0,0.0,0.0,11.34,1.02,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.7,0.99,0.99,,0.22
125339-145322,Jalen Smith,jalen smith,J. Smith,CHI,DET,PF/C,CHI@DET,5100.0,$5100,0.0,0.0,0.0,0.0,11.4,1.01,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.2,0.97,0.95,,0.22
125339-14518,Tobias Harris,tobias harris,T. Harris,DET,CHI,SF/PF,CHI@DET,5000.0,$5000,0.0,0.0,0.0,0.0,11.46,1.01,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.6,1.02,1.03,,0.22
125339-157907,Jalen Green,jalen green,J. Green,PHX,MEM,PG/SG,PHO@MEM,5000.0,$5000,0.0,0.0,0.0,0.0,11.46,1.02,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,1.0,0.99,,0.22
125339-157848,Herbert Jones,herbert jones,H. Jones,NOP,ATL,SF/PF,NO@ATL,4700.0,$4700,0.0,0.0,0.0,0.0,11.64,1.08,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.6,1.01,1.01,206.0,0.21
125339-58378,Jakob Poeltl,jakob poeltl,J. Poeltl,TOR,CHA,C,TOR@CHA,4600.0,$4600,0.0,0.0,0.0,0.0,11.7,1.01,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.7,1.02,1.03,,0.22
125339-228147,Ryan Kalkbrenner,ryan kalkbrenner,R. Kalkbrenner,CHA,TOR,C,TOR@CHA,4400.0,$4400,0.0,0.0,0.0,0.0,11.82,1.01,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.8,0.98,0.97,,0.22
125339-110349,Rui Hachimura,rui hachimura,R. Hachimura,LAL,SA,SF/PF,LAL@SA,4300.0,$4300,0.0,0.0,0.0,0.0,11.88,1.03,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,220.0,0.21
125339-16261,Khris Middleton,khris middleton,K. Middleton,WAS,PHI,SG/SF,WAS@PHI,4200.0,$4200,0.0,0.0,0.0,0.0,11.94,1.03,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.3,0.99,0.98,225.0,0.21
125339-9874,Kevin Love,kevin love,K. Love,UTA,,PF,UTA@OKC,4100.0,$4100,0.0,0.0,0.0,0.0,12.0,1.05,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,,0.22
125339-80815,Zach Collins,zach collins,Z. Collins,CHI,DET,PF/C,CHI@DET,4000.0,$4000,0.0,0.0,0.0,0.0,12.06,1.01,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.2,0.97,0.95,42.0,0.22
125339-188429,Kris Murray,kris murray,K. Murray,POR,HOU,SF,HOU@POR,4000.0,$4000,0.0,0.0,0.0,0.0,12.06,0.97,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.9,0.99,0.98,404.0,0.19
125339-171679,Jamaree Bouyea,jamaree bouyea,J. Bouyea,PHX,MEM,PG,PHO@MEM,4000.0,$4000,0.0,0.0,0.0,0.0,12.06,1.02,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,1.0,0.99,205.0,0.21
125339-171758,Jaylin Williams,jaylin williams,J. Williams,OKC,,PF/C,UTA@OKC,3900.0,$3900,0.0,0.0,0.0,0.0,12.12,1.05,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,53.0,0.22
125339-171756,Vince Williams Jr.,vince williams,V. Jr.,MEM,PHX,PG/SG,PHO@MEM,3900.0,$3900,0.0,0.0,0.0,0.0,12.12,1.02,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.7,0.99,0.99,242.0,0.22
125339-23981,Alex Caruso,alex caruso,A. Caruso,OKC,,SG/SF,UTA@OKC,3800.0,$3800,0.0,0.0,0.0,0.0,12.18,1.05,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,,0.22
125339-55060,Bogdan Bogdanovic,bogdan bogdanovic,B. Bogdanovic,LAC,NY,SG/SF,LAC@NY,3700.0,$3700,0.0,0.0,0.0,0.0,12.24,0.98,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,280.0,0.21
125339-228108,Ben Saraf,ben saraf,B. Saraf,BKN,ORL,PG,ORL@BKN,3600.0,$3600,0.0,0.0,0.0,0.0,12.3,0.97,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.8,0.99,0.98,,0.22
125339-171776,Josh Minott,josh minott,J. Minott,BOS,DEN,SF/PF,DEN@BOS,3600.0,$3600,0.0,0.0,0.0,0.0,12.3,1.01,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.4,1.0,1.01,441.0,0.2
125339-15590,Mason Plumlee,mason plumlee,M. Plumlee,CHA,TOR,C,TOR@CHA,3500.0,$3500,0.0,0.0,0.0,0.0,12.36,1.01,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.8,0.98,0.97,75.0,0.21
125339-188406,Cam Whitmore,cam whitmore,C. Whitmore,WAS,PHI,SF,WAS@PHI,3500.0,$3500,0.0,0.0,0.0,0.0,12.36,1.03,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.3,0.99,0.98,131.0,0.22
125339-171795,Ousmane Dieng,ousmane dieng,O. Dieng,OKC,,PF,UTA@OKC,3500.0,$3500,0.0,0.0,0.0,0.0,12.36,1.05,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,35.0,0.22
125339-171777,Walker Kessler,walker kessler,W. Kessler,UTA,,C,UTA@OKC,3500.0,$3500,0.0,0.0,0.0,0.0,12.36,1.05,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,129.0,0.22
125339-158136,Austin Reaves,austin reaves,A. Reaves,LAL,SA,SG/SF,LAL@SA,3500.0,$3500,0.0,0.0,0.0,0.0,12.36,1.03,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,,0.22
125339-203793,Harrison Ingram,harrison ingram,H. Ingram,SAS,SA,SF,LAL@SA,3500.0,$3500,0.0,0.0,0.0,0.0,12.36,1.03,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,0.22
125339-228162,Adou Thiero,adou thiero,A. Thiero,LAL,SA,SF,LAL@SA,3500.0,$3500,0.0,0.0,0.0,0.0,12.36,1.03,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,17.0,0.22
125339-14503,Jonas Valanciunas,jonas valanciunas,J. Valanciunas,DEN,BOS,C,DEN@BOS,3500.0,$3500,0.0,0.0,0.0,0.0,12.36,1.01,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.2,1.0,0.99,225.0,0.23
125339-55062,Nikola Jokic,nikola jokic,N. Jokic,DEN,BOS,C,DEN@BOS,3500.0,$3500,0.0,0.0,0.0,0.0,12.36,1.01,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.2,1.0,0.99,,0.22
125339-110316,Cameron Johnson,cameron johnson,C. Johnson,DEN,BOS,SF/PF,DEN@BOS,3500.0,$3500,0.0,0.0,0.0,0.0,12.36,1.01,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.2,1.0,0.99,,0.22
125339-228123,Noa Essengue,noa essengue,N. Essengue,CHI,DET,PF,CHI@DET,3500.0,$3500,0.0,0.0,0.0,0.0,12.36,1.01,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.2,0.97,0.95,,0.22
125339-188474,Jacob Toppin,jacob toppin,J. Toppin,ATL,NO,SF,NO@ATL,3500.0,$3500,0.0,0.0,0.0,0.0,12.36,1.08,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,8.0,0.22
125339-203781,N'Faly Dante,n faly dante,N. Dante,ATL,NO,C,NO@ATL,3500.0,$3500,0.0,0.0,0.0,0.0,12.36,1.08,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,0.22
125339-66968,Derrick Jones Jr.,derrick jones,D. Jr.,LAC,NY,SF/PF,LAC@NY,3500.0,$3500,0.0,0.0,0.0,0.0,12.36,0.98,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,362.0,0.2
125339-84724,Landry Shamet,landry shamet,L. Shamet,NYK,NY,SG,LAC@NY,3500.0,$3500,0.0,0.0,0.0,0.0,12.36,0.98,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,150.0,0.21
125339-110320,Matisse Thybulle,matisse thybulle,M. Thybulle,POR,HOU,SF,HOU@POR,3500.0,$3500,0.0,0.0,0.0,0.0,12.36,0.97,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.9,0.99,0.98,7.0,0.22
125339-171750,Blake Wesley,blake wesley,B. Wesley,POR,HOU,PG,HOU@POR,3500.0,$3500,0.0,0.0,0.0,0.0,12.36,0.97,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.9,0.99,0.98,22.0,0.22
125339-23572,Taurean Prince,taurean prince,T. Prince,MIL,GS,SF,MIL@GS,3500.0,$3500,0.0,0.0,0.0,0.0,12.36,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,,0.22
125339-111376,John Konchar,john konchar,J. Konchar,MEM,PHX,SF,PHO@MEM,3500.0,$3500,0.0,0.0,0.0,0.0,12.36,1.02,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.7,0.99,0.99,123.0,0.21
,Ron Holland II,ron holland,R. II,DET,CHI,,,4100.0,$4100,,,0.0,11.64,12.65,1.01,1.01,,,,,,,,117.6,1.02,1.03,,0.22
125339-188428,Scoot Henderson,scoot henderson,S. Henderson,POR,HOU,PG,HOU@POR,4000.0,$4000,,,0.0,0.0,12.06,0.97,0.97,,,,,,,,112.9,0.99,0.98,,0.22
,Gregory Jackson,gregory jackson,G. Jackson,MEM,PHX,,,4000.0,$4000,,,0.0,18.0,13.08,1.02,1.02,,,,,,,,113.7,0.99,0.99,,0.22
,Sviatoslav Mykhailiuk,sviatoslav mykhailiuk,S. Mykhailiuk,UTA,,,,3900.0,$3900,,,0.0,21.0,13.31,1.05,1.05,,,,,,,,,1.0,1.0,,0.22
125339-189468,Colin Castleton,colin castleton,C. Castleton,ORL,BKN,C,ORL@BKN,3500.0,$3500,,,0.0,0.0,12.36,0.97,0.97,,,,,,,,116.0,1.01,1.01,,0.22
125339-110318,Grant Williams,grant williams,G. Williams,CHA,TOR,PF,TOR@CHA,3500.0,$3500,,,0.0,0.0,12.36,1.01,1.01,,,,,,,,111.8,0.98,0.97,,0.22
125339-23156,Georges Niang,georges niang,G. Niang,UTA,,PF,UTA@OKC,3500.0,$3500,,,0.0,0.0,12.36,1.05,1.05,,,,,,,,,1.0,1.0,,0.22
125339-213217,Malevy Leons,malevy leons,M. Leons,OKC,,PF,MIL@GS,3500.0,$3500,,,0.0,3.19,12.53,1.05,1.05,,,,,,,,,1.0,1.0,,0.22
125339-180484,Stanley Umude,stanley umude,S. Umude,SAS,SA,SG,LAL@SA,3500.0,$3500,,,0.0,1.64,12.45,1.03,1.03,,,,,,,,,1.0,1.0,,0.22
,David Jones,david jones,D. Jones,SAS,SA,,,3500.0,$3500,,,0.0,1.83,12.46,1.03,1.03,,,,,,,,,1.0,1.0,,0.22
125339-203791,Nikola Durisic,nikola durisic,N. Durisic,ATL,NO,SF,NO@ATL,3500.0,$3500,,,0.0,2.29,12.48,1.08,1.08,,,,,,,,,1.0,1.0,,0.22
125339-171768,TyTy Washington Jr.,tyty washington,T. Jr.,LAC,NY,PG,LAC@NY,3500.0,$3500,,,0.0,5.49,12.66,0.98,0.98,,,,,,,,,1.0,1.0,,0.22
,Justin Minaya,justin minaya,J. Minaya,ORL,BKN,,,,,,,0.0,3.71,12.56,0.97,0.97,,,,,,,,116.0,1.01,1.01,,0.22
,Lester Quinones,lester quinones,L. Quinones,ORL,BKN,,,,,,,0.0,7.99,12.8,0.97,0.97,,,,,,,,116.0,1.01,1.01,,0.22
,Kobe Bufkin,kobe bufkin,K. Bufkin,BKN,ORL,,,,,,,0.0,3.67,12.56,0.97,0.97,,,,,,,,112.8,0.99,0.98,,0.22
,Reece Beekman,reece beekman,R. Beekman,ORL,BKN,,,,,,,0.0,7.82,12.79,0.97,0.97,,,,,,,,116.0,1.01,1.01,,0.22
,Spencer Dinwiddie,spencer dinwiddie,S. Dinwiddie,CHA,TOR,,,,,,,0.0,13.34,13.11,1.01,1.01,,,,,,,,111.8,0.98,0.97,,0.22
,Olivier Sarr,olivier sarr,O. Sarr,TOR,CHA,,,,,,,0.0,2.01,12.47,1.01,1.01,,,,,,,,117.7,1.02,1.03,,0.22
,David Roddy,david roddy,D. Roddy,TOR,CHA,,,,,,,0.0,2.93,12.52,1.01,1.01,,,,,,,,117.7,1.02,1.03,,0.22
,Ulrich Chomche,ulrich chomche,U. Chomche,TOR,CHA,,,,,,,0.0,1.42,12.44,1.01,1.01,,,,,,,,117.7,1.02,1.03,,0.22
,Kevin Knox,kevin knox,K. Knox,CHI,DET,,,,,,,0.0,4.36,12.6,1.01,1.01,,,,,,,,110.2,0.97,0.95,,0.22
,Yuki Kawamura,yuki kawamura,Y. Kawamura,CHI,DET,,,,,,,0.0,6.49,12.72,1.01,1.01,,,,,,,,110.2,0.97,0.95,,0.22
,Alex Len,alex len,A. Len,NYK,NY,,,,,,,0.0,4.09,12.58,0.98,0.98,,,,,,,,,1.0,1.0,,0.22
,Matt Ryan,matt ryan,M. Ryan,NYK,NY,,,,,,,0.0,0.97,12.41,0.98,0.98,,,,,,,,,1.0,1.0,,0.22
,Patrick Baldwin,patrick baldwin,P. Baldwin,LAC,NY,,,,,,,0.0,4.29,12.59,0.98,0.98,,,,,,,,,1.0,1.0,,0.22
,Kevon Harris,kevon harris,K. Harris,HOU,POR,,,,,,,0.0,4.0,12.58,0.97,0.97,,,,,,,,116.2,1.01,1.02,,0.22
,Tyler Smith,tyler smith,T. Smith,MIL,GS,,,,,,,0.0,3.66,12.56,1.0,1.0,,,,,,,,,1.0,1.0,,0.22
,Jackson Rowe,jackson rowe,J. Rowe,GSW,GS,,,,,,,0.0,3.26,12.54,1.0,1.0,,,,,,,,,1.0,1.0,,0.22
,Alex Toohey,alex toohey,A. Toohey,GSW,GS,,,,,,,0.0,3.0,12.52,1.0,1.0,,,,,,,,,1.0,1.0,,0.22
,Jared Butler,jared butler,J. Butler,PHX,MEM,,,,,,,0.0,11.02,12.97,1.02,1.02,,,,,,,,114.0,1.0,0.99,,0.22
,David Duke Jr.,david duke,D. Jr.,PHX,MEM,,,,,,,0.0,2.44,12.49,1.02,1.02,,,,,,,,114.0,1.0,0.99,,0.22
,Damion Baugh,damion baugh,D. Baugh,PHX,MEM,,,,,,,0.0,9.35,12.88,1.02,1.02,,,,,,,,114.0,1.0,0.99,,0.22
